1 0 0  0.00000e+00
1 0 1  0.00000e+00
1 0 2  0.00000e+00
1 0 3  0.00000e+00
1 0 4  0.00000e+00
1 0 5  0.00000e+00
1 0 6  0.00000e+00
1 0 7  0.00000e+00
1 0 8 -0.00000e+00
1 0 9 -0.00000e+00
1 0 10 -0.00000e+00
1 0 11 -0.00000e+00
1 0 12 -0.00000e+00
1 0 13 -0.00000e+00
1 0 14 -0.00000e+00
1 0 15 -0.00000e+00
1 0 16 -0.00000e+00
1 0 17 -0.00000e+00
1 0 18 -0.00000e+00
1 0 19 -0.00000e+00
1 0 20 -0.00000e+00
1 0 21 -0.00000e+00
1 0 22 -0.00000e+00
1 0 23  0.00000e+00
1 0 24  0.00000e+00
1 0 25  0.00000e+00
1 0 26  0.00000e+00
1 0 27  0.00000e+00
1 0 28  0.00000e+00
1 0 29  0.00000e+00
1 1 0  1.04528e-01
1 1 1  1.02244e-01
1 1 2  9.54915e-02
1 1 3  8.45653e-02
1 1 4  6.99432e-02
1 1 5  5.22642e-02
1 1 6  3.23011e-02
1 1 7  1.09262e-02
1 1 8 -1.09262e-02
1 1 9 -3.23011e-02
1 1 10 -5.22642e-02
1 1 11 -6.99432e-02
1 1 12 -8.45653e-02
1 1 13 -9.54915e-02
1 1 14 -1.02244e-01
1 1 15 -1.04528e-01
1 1 16 -1.02244e-01
1 1 17 -9.54915e-02
1 1 18 -8.45653e-02
1 1 19 -6.99432e-02
1 1 20 -5.22642e-02
1 1 21 -3.23011e-02
1 1 22 -1.09262e-02
1 1 23  1.09262e-02
1 1 24  3.23011e-02
1 1 25  5.22642e-02
1 1 26  6.99432e-02
1 1 27  8.45653e-02
1 1 28  9.54915e-02
1 1 29  1.02244e-01
1 2 0  2.07912e-01
1 2 1  2.03368e-01
1 2 2  1.89937e-01
1 2 3  1.68204e-01
1 2 4  1.39120e-01
1 2 5  1.03956e-01
1 2 6  6.42482e-02
1 2 7  2.17327e-02
1 2 8 -2.17327e-02
1 2 9 -6.42482e-02
1 2 10 -1.03956e-01
1 2 11 -1.39120e-01
1 2 12 -1.68204e-01
1 2 13 -1.89937e-01
1 2 14 -2.03368e-01
1 2 15 -2.07912e-01
1 2 16 -2.03368e-01
1 2 17 -1.89937e-01
1 2 18 -1.68204e-01
1 2 19 -1.39120e-01
1 2 20 -1.03956e-01
1 2 21 -6.42482e-02
1 2 22 -2.17327e-02
1 2 23  2.17327e-02
1 2 24  6.42482e-02
1 2 25  1.03956e-01
1 2 26  1.39120e-01
1 2 27  1.68204e-01
1 2 28  1.89937e-01
1 2 29  2.03368e-01
1 3 0  3.09017e-01
1 3 1  3.02264e-01
1 3 2  2.82301e-01
1 3 3  2.50000e-01
1 3 4  2.06773e-01
1 3 5  1.54508e-01
1 3 6  9.54915e-02
1 3 7  3.23011e-02
1 3 8 -3.23011e-02
1 3 9 -9.54915e-02
1 3 10 -1.54508e-01
1 3 11 -2.06773e-01
1 3 12 -2.50000e-01
1 3 13 -2.82301e-01
1 3 14 -3.02264e-01
1 3 15 -3.09017e-01
1 3 16 -3.02264e-01
1 3 17 -2.82301e-01
1 3 18 -2.50000e-01
1 3 19 -2.06773e-01
1 3 20 -1.54508e-01
1 3 21 -9.54915e-02
1 3 22 -3.23011e-02
1 3 23  3.23011e-02
1 3 24  9.54915e-02
1 3 25  1.54508e-01
1 3 26  2.06773e-01
1 3 27  2.50000e-01
1 3 28  2.82301e-01
1 3 29  3.02264e-01
1 4 0  4.06737e-01
1 4 1  3.97848e-01
1 4 2  3.71572e-01
1 4 3  3.29057e-01
1 4 4  2.72160e-01
1 4 5  2.03368e-01
1 4 6  1.25689e-01
1 4 7  4.25156e-02
1 4 8 -4.25156e-02
1 4 9 -1.25689e-01
1 4 10 -2.03368e-01
1 4 11 -2.72160e-01
1 4 12 -3.29057e-01
1 4 13 -3.71572e-01
1 4 14 -3.97848e-01
1 4 15 -4.06737e-01
1 4 16 -3.97848e-01
1 4 17 -3.71572e-01
1 4 18 -3.29057e-01
1 4 19 -2.72160e-01
1 4 20 -2.03368e-01
1 4 21 -1.25689e-01
1 4 22 -4.25156e-02
1 4 23  4.25156e-02
1 4 24  1.25689e-01
1 4 25  2.03368e-01
1 4 26  2.72160e-01
1 4 27  3.29057e-01
1 4 28  3.71572e-01
1 4 29  3.97848e-01
1 5 0  5.00000e-01
